None,None,Assumption
Assumption,Other,None
None,Assumption,Assumption
None,None,Assumption
None,None,None
None,Anecdote,Assumption
None,None,None
None,None,Assumption
None,Assumption,Other
Anecdote,Definition,Assumption
Testimony,Testimony,Assumption
None,None,Assumption
None,Assumption,None
Assumption,Assumption,Assumption
None,Anecdote,Assumption
None,None,None
None,Assumption,Assumption
None,Other,Assumption
None,Assumption,Assumption
None,Assumption,Assumption
None,Assumption,Assumption
None,Assumption,None
None,Statistics/Study,Anecdote
None,None,Assumption
None,Assumption,Assumption
Assumption,Anecdote,Assumption
None,Assumption,Assumption
None,Anecdote,Assumption
None,None,Assumption
None,Assumption,Assumption
None,Other,Other
None,None,Assumption
Assumption,Assumption,Assumption
None,None,None
Testimony,Anecdote,None
Assumption,None,Assumption
None,Assumption,Assumption
Assumption,Anecdote,Assumption
None,Assumption,Definition
None,Definition,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
Statistics/Study,Assumption,Statistics/Study
Statistics/Study,Statistics/Study,Statistics/Study
Statistics/Study,Statistics/Study,Statistics/Study
Statistics/Study,Statistics/Study,Statistics/Study
Common ground,Statistics/Study,Other
Assumption,Common ground,Statistics/Study
Assumption,Statistics/Study,Statistics/Study
None,Statistics/Study,Assumption
Assumption,Other,Assumption
None,None,Assumption
Assumption,None,Statistics/Study
Assumption,Statistics/Study,Assumption
Statistics/Study,Assumption,Statistics/Study
Statistics/Study,Statistics/Study,Statistics/Study
Assumption,Statistics/Study,Assumption
None,Statistics/Study,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,None
None,Statistics/Study,Anecdote
None,None,None
None,Anecdote,Assumption
None,None,None
None,None,None
None,None,Assumption
None,None,None
None,Anecdote,Assumption
Assumption,None,Assumption
Definition,Assumption,Definition
Assumption,Assumption,Assumption
None,Definition,Assumption
Anecdote,Assumption,Assumption
Anecdote,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Definition
Assumption,None,Assumption
Assumption,Definition,Assumption
Assumption,Anecdote,Assumption
Testimony,Assumption,Assumption
None,Anecdote,Assumption
Assumption,Assumption,Assumption
Assumption,None,Assumption
Assumption,Assumption,Assumption
None,Assumption,None
Assumption,Assumption,Definition
Assumption,None,Assumption
None,Definition,Assumption
Assumption,Assumption,Assumption
None,Assumption,Other
None,Assumption,Definition
Assumption,Assumption,Assumption
Statistics/Study,Definition,Assumption
Anecdote,Assumption,Assumption
Anecdote,Assumption,Testimony
Common ground,Assumption,Common ground
None,Anecdote,Other
None,None,Other
None,None,Assumption
Assumption,None,Assumption
None,None,Assumption
Assumption,Common ground,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Definition
Assumption,Assumption,Assumption
None,Assumption,Assumption
Anecdote,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Testimony
None,Assumption,Definition
None,Assumption,Assumption
Assumption,Definition,Anecdote
Assumption,Assumption,Assumption
Anecdote,Definition,Assumption
Assumption,Assumption,Definition
None,Assumption,Assumption
Assumption,Definition,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Anecdote
Assumption,Assumption,Assumption
None,Anecdote,None
None,Assumption,Assumption
None,None,None
Assumption,Assumption,Assumption
None,None,Assumption
Assumption,None,Assumption
Assumption,None,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
None,Assumption,Assumption
Assumption,Other,Assumption
Assumption,Assumption,None
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Common ground,Assumption
Assumption,Assumption,Testimony
Anecdote,Assumption,Other
None,Anecdote,None
None,None,None
None,None,Anecdote
Assumption,None,Testimony
Testimony,Statistics/Study,Anecdote
Testimony,Testimony,Assumption
Testimony,Anecdote,Anecdote
Testimony,Assumption,Assumption
Assumption,Anecdote,Assumption
Assumption,Assumption,Assumption
Assumption,Definition,Definition
Definition,Assumption,Assumption
Assumption,Definition,Assumption
Testimony,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,Testimony
Assumption,None,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,Anecdote
Assumption,Assumption,Anecdote
Anecdote,Anecdote,Assumption
Anecdote,Anecdote,Assumption
None,Assumption,Anecdote
Anecdote,Assumption,Statistics/Study
Statistics/Study,Assumption,Assumption
Assumption,Anecdote,Assumption
Assumption,Statistics/Study,Assumption
None,Assumption,Assumption
Assumption,None,Anecdote
Assumption,Assumption,Assumption
Assumption,None,Anecdote
Assumption,Anecdote,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
None,None,Assumption
Assumption,Assumption,Assumption
Anecdote,None,Other
None,None,Other
None,Anecdote,Assumption
None,Anecdote,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Other,None
None,Assumption,None
Assumption,Assumption,Anecdote
Anecdote,Assumption,Assumption
Anecdote,Assumption,Assumption
Anecdote,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Anecdote,None
None,Assumption,Other
None,Assumption,Assumption
Assumption,None,Definition
Assumption,None,Anecdote
Anecdote,Assumption,Assumption
Assumption,Definition,Assumption
None,Anecdote,None
Assumption,None,Assumption
None,Assumption,Assumption
Assumption,None,None
Assumption,Assumption,Assumption
Assumption,Assumption,Anecdote
Assumption,Assumption,Assumption
Assumption,Assumption,Definition
Definition,Assumption,Assumption
Assumption,Anecdote,None
None,Assumption,Assumption
Assumption,Assumption,Assumption
Anecdote,Assumption,None
None,Assumption,Assumption
Assumption,None,Other
None,Assumption,Assumption
None,None,Assumption
Assumption,None,Assumption
None,Assumption,Other
Assumption,None,Anecdote
Anecdote,None,Assumption
Assumption,Assumption,Other
None,None,Assumption
Assumption,Other,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,None,Anecdote
Assumption,Assumption,Assumption
None,None,Assumption
Assumption,Assumption,Assumption
Common ground,Assumption,Anecdote
Assumption,Anecdote,Assumption
Assumption,None,Assumption
None,Assumption,Anecdote
Anecdote,Assumption,Testimony
Testimony,Definition,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,None,Assumption
Assumption,Anecdote,Other
Other,Testimony,Definition
Other,Anecdote,Anecdote
None,Assumption,Other
None,Assumption,Other
None,Other,Assumption
None,Definition,Other
Other,Other,Assumption
None,None,Assumption
None,Assumption,Assumption
None,Other,Assumption
Assumption,Assumption,Anecdote
Anecdote,Anecdote,Assumption
Assumption,None,None
None,Common ground,None
None,Anecdote,None
None,Assumption,Assumption
Assumption,None,Assumption
None,None,Assumption
Assumption,None,Anecdote
Anecdote,Statistics/Study,Anecdote
Anecdote,Assumption,Anecdote
Anecdote,Definition,Assumption
Assumption,Assumption,Assumption
None,None,Assumption
Assumption,Statistics/Study,Assumption
None,Anecdote,Assumption
Anecdote,Anecdote,Assumption
Assumption,Assumption,Assumption
Assumption,Other,Anecdote
Anecdote,Assumption,Assumption
Assumption,Assumption,Assumption
None,Definition,None
None,Assumption,Assumption
Assumption,Testimony,None
None,Assumption,None
None,Assumption,Assumption
Assumption,None,Assumption
Assumption,None,Assumption
Assumption,Assumption,Other
Common ground,Other,Assumption
Testimony,None,Definition
Definition,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Anecdote,Anecdote
Assumption,None,Anecdote
Anecdote,None,Anecdote
Anecdote,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Anecdote
Anecdote,Assumption,Assumption
Assumption,Anecdote,Assumption
Assumption,None,Assumption
None,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Anecdote
Anecdote,Assumption,Assumption
None,Definition,Assumption
Anecdote,Definition,Anecdote
Testimony,Assumption,Assumption
Anecdote,Assumption,Anecdote
None,Testimony,Assumption
Assumption,Assumption,Assumption
Assumption,Anecdote,Anecdote
Anecdote,Anecdote,Assumption
None,Definition,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
None,None,Assumption
Assumption,Anecdote,Assumption
None,Other,None
None,Other,Definition
None,Assumption,Assumption
None,Assumption,Assumption
Anecdote,Assumption,Assumption
Assumption,Other,Assumption
Assumption,None,Assumption
Assumption,Assumption,Other
Assumption,None,None
None,Assumption,Assumption
Assumption,Anecdote,Anecdote
Anecdote,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
None,None,Assumption
Assumption,Assumption,Assumption
None,Anecdote,Assumption
None,Assumption,Other
None,Assumption,Assumption
Assumption,Anecdote,Assumption
Assumption,Anecdote,Anecdote
Testimony,Definition,Assumption
Anecdote,Assumption,Definition
Definition,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,None,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Anecdote,Assumption,Assumption
Anecdote,Assumption,Definition
Definition,Anecdote,Definition
Definition,Assumption,Assumption
Anecdote,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Definition
Definition,Assumption,Assumption
Assumption,Assumption,Definition
Definition,Definition,Assumption
Assumption,Definition,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Definition,Assumption
Assumption,None,Assumption
Assumption,Definition,None
None,Assumption,Assumption
None,Assumption,None
None,Assumption,Other
Assumption,Assumption,Assumption
None,None,None
None,Assumption,Assumption
Assumption,Assumption,Definition
None,Testimony,Other
None,Other,Common ground
Common ground,None,Assumption
Assumption,Assumption,Assumption
Anecdote,None,Assumption
Assumption,None,Assumption
Assumption,Assumption,None
Assumption,Definition,Assumption
None,None,Assumption
None,Definition,Assumption
None,Assumption,Other
None,Anecdote,Other
None,Anecdote,Assumption
Common ground,None,Anecdote
None,None,Assumption
None,None,Anecdote
None,None,Assumption
None,None,Other
None,None,Assumption
None,None,None
None,Assumption,Definition
None,Anecdote,Definition
Assumption,None,Assumption
Assumption,Anecdote,Assumption
Assumption,Other,Assumption
Assumption,None,Assumption
Anecdote,None,Assumption
Assumption,None,Assumption
Assumption,None,Assumption
None,None,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,None
None,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,None
None,Assumption,None
None,Assumption,Assumption
Common ground,None,None
None,Assumption,Assumption
Assumption,None,Assumption
Assumption,None,Assumption
Anecdote,Assumption,None
Anecdote,None,Definition
None,None,Assumption
None,None,Assumption
Assumption,None,Assumption
Assumption,Anecdote,Assumption
None,None,Assumption
Assumption,Assumption,Anecdote
Anecdote,Anecdote,Anecdote
Anecdote,Definition,Assumption
None,None,Assumption
Anecdote,Anecdote,None
Assumption,None,Anecdote
Testimony,Anecdote,None
None,Other,None
None,Assumption,Assumption
Assumption,Anecdote,Assumption
None,Anecdote,Assumption
None,None,Assumption
Assumption,Anecdote,Assumption
Assumption,Assumption,Definition
None,Anecdote,Anecdote
Anecdote,Assumption,Assumption
Anecdote,None,Assumption
Assumption,Assumption,None
None,None,None
None,Other,Assumption
None,Assumption,Assumption
Assumption,None,Anecdote
Anecdote,None,Assumption
Anecdote,Anecdote,Assumption
None,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,None,Testimony
Testimony,None,Assumption
None,None,Anecdote
Assumption,Assumption,Anecdote
Anecdote,Anecdote,Assumption
Assumption,Anecdote,Anecdote
Anecdote,None,Anecdote
Anecdote,None,Assumption
None,Assumption,None
None,Assumption,Anecdote
Anecdote,Anecdote,Anecdote
Anecdote,None,Anecdote
Anecdote,Anecdote,Assumption
Assumption,Anecdote,None
None,None,Assumption
Assumption,Anecdote,None
Anecdote,Anecdote,Anecdote
None,Assumption,Assumption
None,None,None
None,Anecdote,Assumption
None,Anecdote,Common ground
None,Anecdote,None
None,None,None
None,Assumption,Assumption
Assumption,Anecdote,None
Assumption,None,None
None,None,Assumption
Assumption,None,Anecdote
None,None,Assumption
Anecdote,Assumption,Assumption
Assumption,None,Assumption
None,None,Assumption
None,None,Anecdote
Anecdote,Anecdote,None
None,None,Assumption
None,None,None
None,Assumption,Anecdote
Anecdote,Anecdote,Assumption
None,Anecdote,None
None,None,Testimony
Testimony,Anecdote,Anecdote
Anecdote,None,Testimony
Anecdote,Other,Assumption
None,Anecdote,Assumption
Assumption,None,Assumption
Assumption,Statistics/Study,Assumption
Assumption,None,Assumption
Assumption,Assumption,Assumption
Assumption,Anecdote,Assumption
None,None,Assumption
Assumption,None,Assumption
Assumption,Anecdote,Assumption
Assumption,Anecdote,Assumption
Assumption,Anecdote,Assumption
None,Anecdote,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Definition,Assumption
None,Assumption,Assumption
Anecdote,Assumption,Assumption
Assumption,Assumption,Assumption
None,None,Assumption
Assumption,None,Assumption
None,Assumption,Assumption
None,Assumption,Assumption
Anecdote,Assumption,Anecdote
Anecdote,None,Assumption
Assumption,Assumption,None
None,Assumption,Assumption
Assumption,Assumption,None
None,Assumption,Statistics/Study
Assumption,None,Testimony
Testimony,Assumption,Anecdote
None,None,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
None,None,Assumption
None,Anecdote,None
None,None,Assumption
None,Assumption,Assumption
Assumption,Anecdote,None
None,None,Assumption
Assumption,None,None
Assumption,Assumption,None
None,None,None
None,Statistics/Study,None
None,None,Assumption
Assumption,None,None
Assumption,Assumption,Assumption
Anecdote,Assumption,None
None,Assumption,Assumption
None,None,Assumption
None,None,None
None,None,Assumption
Assumption,None,Assumption
Assumption,None,None
None,None,None
None,Assumption,Assumption
Assumption,None,Assumption
None,None,Assumption
Assumption,None,Assumption
Assumption,Assumption,Other
None,None,Assumption
Assumption,Anecdote,Other
None,None,Assumption
Assumption,None,Assumption
Assumption,None,Assumption
Assumption,None,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
None,Other,Assumption
Assumption,Assumption,Other
None,None,Assumption
Assumption,Other,Assumption
None,Assumption,Assumption
Assumption,None,Assumption
Assumption,Assumption,Assumption
None,Assumption,Definition
None,None,Assumption
Assumption,Statistics/Study,Assumption
Assumption,None,Assumption
None,Assumption,Assumption
Other,Assumption,Other
None,None,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,None,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
None,None,Other
None,None,Assumption
Assumption,Assumption,None
None,None,None
None,Other,Anecdote
None,None,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,None
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,Anecdote
Anecdote,Assumption,Assumption
None,None,Assumption
Assumption,Other,Assumption
Assumption,Assumption,Assumption
Assumption,None,None
Assumption,None,None
None,Assumption,Assumption
Assumption,Assumption,Assumption
Other,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Other
None,None,Assumption
Assumption,Assumption,Assumption
Common ground,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Other,Assumption
Assumption,Assumption,Assumption
Anecdote,None,Anecdote
Anecdote,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,None,Assumption
None,Assumption,Assumption
Assumption,Other,Anecdote
Assumption,Assumption,Assumption
Assumption,Assumption,None
None,None,Anecdote
Anecdote,Assumption,Assumption
Assumption,Assumption,Anecdote
None,Assumption,Anecdote
Anecdote,Assumption,None
None,Assumption,Other
Other,Assumption,Assumption
None,Anecdote,None
None,Assumption,Other
None,Assumption,Assumption
None,Assumption,Definition
Assumption,Assumption,Assumption
None,None,Definition
Assumption,Assumption,Other
Other,Statistics/Study,Assumption
None,Assumption,Assumption
Other,None,Assumption
Assumption,Anecdote,Assumption
Anecdote,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
Anecdote,Other,Assumption
Assumption,Other,Assumption
Assumption,Other,Other
None,None,None
Assumption,None,Assumption
None,None,Assumption
Assumption,Definition,Assumption
Assumption,None,Assumption
Testimony,Assumption,Assumption
None,Other,Assumption
Anecdote,None,Assumption
Other,Assumption,Assumption
Anecdote,Definition,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
None,Assumption,None
Anecdote,None,Definition
Definition,Assumption,Assumption
None,Assumption,Assumption
None,None,Assumption
Assumption,None,Assumption
Continue,Assumption,Assumption
None,Assumption,None
Assumption,None,Assumption
Assumption,Assumption,Assumption
